delete,ln_pop_den,pct_65_over,pct_age_18_29,pct_bach,pct_black,pct_fb,pct_hisp,pct_uninsured,totalvotes,id,Intercept,X,Y,se0,b0,sepct_black,bpct_black,sepct_hisp,bpct_hisp,sepct_65_over,bpct_65_over,sepct_age_18_29,bpct_age_18_29,sepct_fb,bpct_fb,sepct_uninsured,bpct_uninsured,sepct_bach,bpct_bach,seln_pop_den,bln_pop_den
458,-0.004655061,-0.5865137,0.18235049,-1.287589065,2.579886703,-0.33855666,-0.349517339,1.529882693,-0.277034979,13205,1,-0.084193092,0.031224438,0.098444895,-0.145345531,0.048894335,-0.008180995,0.218957979,0.008541138,0.06293323,0.019517083,0.055146583,-0.062771901,0.112084112,0.152505074,0.03027917,0.026228605,0.069355869,0.136873231,0.094852002,0.449070269
459,0.259513352,-0.154524902,-0.124099583,0.508334683,0.973992944,-0.30319349,-0.515247113,0.486589966,-0.232732476,13207,1,-0.083919235,0.033013776,0.086612716,-0.284700166,0.036896762,0.051148481,0.194020289,-0.308703172,0.051932866,-0.012366709,0.044309005,-0.069142078,0.100880747,0.326373324,0.026787208,0.019950946,0.057454692,0.116732838,0.086091812,0.324629739
460,-0.094062626,-0.478516501,0.776456575,-0.625932948,1.194544876,0.068119803,-0.205404492,1.008236329,-0.310430606,13209,1,-0.082535137,0.032173749,0.094745006,-0.22611649,0.045748777,-0.016512066,0.231296289,-0.680364265,0.053018714,-0.04360744,0.052919559,-0.064001159,0.148629678,0.660418744,0.02933712,0.017476775,0.06442447,0.10856572,0.096019429,0.349815313
461,0.103134683,0.147867257,-0.313280156,-0.132316479,0.994669687,-0.480009343,-0.450396332,0.326083393,-0.258696456,13211,1,-0.083491006,0.033590296,0.087278118,-0.320261529,0.040414145,0.061247983,0.210043505,-0.482469498,0.047688715,-0.029533348,0.044302479,-0.058381293,0.12115124,0.430199558,0.026125223,0.016709794,0.055475548,0.102197596,0.085471624,0.284652998
462,0.560450759,-0.953704179,0.141050143,-1.245579153,-0.556086089,0.439433095,0.399869467,1.008236329,-0.234089152,13213,1,-0.084747685,0.034790358,0.096634684,-0.302083491,0.071893186,0.109220264,0.241887723,-0.227586598,0.051363079,0.001557085,0.050216992,-0.029463227,0.155172645,0.204912245,0.023356444,0.017661714,0.056183251,0.082474073,0.092719442,0.318430144
463,1.737452347,-1.256096338,0.993587111,0.403309903,2.566102207,0.103482973,-0.133348068,0.386273358,0.201343841,13215,1,-0.084874907,0.032510026,0.093211049,-0.22521118,0.035855501,0.047151649,0.209676866,-0.052415512,0.060694193,0.017008588,0.046718047,-0.071509512,0.096860754,0.154599013,0.027146489,0.024866997,0.061390919,0.125528446,0.090023614,0.346910758
464,1.258898672,-1.320894658,0.287641455,-0.226838781,2.469610737,0.227254071,-0.277460915,0.687223183,0.025550652,13217,1,-0.083849095,0.033553521,0.086097452,-0.312491374,0.040501856,0.067376997,0.201777488,-0.3674665,0.048968565,-0.019348004,0.043922862,-0.058641591,0.112254546,0.344613069,0.025905243,0.018102012,0.055252593,0.107100467,0.085141441,0.300977638
465,0.897381669,-0.82410754,-0.684475219,3.186466589,-0.266611677,0.333343583,-0.299077842,-0.576766083,-0.168734773,13219,1,-0.083437455,0.033834839,0.088284841,-0.329647116,0.043360346,0.06689916,0.217050965,-0.511222493,0.046797071,-0.032740193,0.044411983,-0.05295927,0.127958915,0.440007675,0.025788445,0.015794065,0.054986796,0.096704609,0.085441029,0.272414429
466,-0.146042792,0.018270617,-0.377272361,-0.510405689,0.588027062,-0.656825197,-0.349517339,0.526716609,-0.282595348,13221,1,-0.083082328,0.033879389,0.090482863,-0.33232135,0.043219134,0.061183972,0.229033291,-0.634697722,0.046501288,-0.043199145,0.045338771,-0.05219234,0.138880034,0.533678014,0.026021258,0.014389443,0.055715623,0.090717176,0.086602759,0.249486771
467,1.418616706,-1.817681776,0.108745488,0.067230605,0.69141078,0.121164559,-0.227021419,0.386273358,0.233703582,13223,1,-0.084867473,0.033919325,0.089301965,-0.285822756,0.050194017,0.094306658,0.216341673,-0.16612569,0.053624426,0.004040777,0.046791522,-0.046663377,0.126509547,0.181937073,0.024550458,0.02066909,0.055809237,0.105446979,0.089598051,0.317393728
468,0.815438364,-0.71611034,1.269547647,-0.153321435,2.462718489,0.138846144,-0.126142426,0.667159861,-0.253095989,13225,1,-0.083827498,0.032568793,0.088441359,-0.258279861,0.037426674,0.03183405,0.194848927,-0.291501869,0.054029098,-0.009546011,0.045563575,-0.074548,0.100159461,0.334312825,0.027680717,0.020939245,0.059989744,0.121921112,0.087838773,0.347119116
469,0.656067129,0.558256616,-0.455654373,0.119742995,-0.556086089,-0.426964587,-0.457601974,0.205703463,-0.222547378,13227,1,-0.084465568,0.034463299,0.092004501,-0.313188863,0.061801304,0.099200196,0.227406596,-0.257125496,0.049813509,-0.00656959,0.047494801,-0.035803671,0.140397418,0.229606048,0.024030099,0.017618645,0.05502946,0.091047195,0.089328012,0.307984438
470,0.148258822,-0.435317621,-0.358164135,-0.983017202,0.015970486,-0.409283002,-0.313489127,1.24899619,-0.276466913,13229,1,-0.082211772,0.031357648,0.098925816,-0.154703704,0.064061295,-0.060317306,0.230194843,-0.636634097,0.054846295,-0.045857988,0.063390062,-0.038300369,0.158804106,0.657977957,0.031175163,0.018733414,0.069435013,0.114733092,0.100644926,0.441090983
471,0.376835816,-0.71611034,-0.063119944,-0.510405689,-0.004706257,-0.515372514,-0.56568661,0.707286504,-0.26529271,13231,1,-0.084388583,0.033091913,0.087092345,-0.275264398,0.037090444,0.062662043,0.194848636,-0.194521571,0.054102877,-0.001194019,0.044447925,-0.066371473,0.097535623,0.236542056,0.026321617,0.021401777,0.057330455,0.118696367,0.086602225,0.328274145
472,0.650024804,-0.73770978,0.058434408,-0.867489943,0.202061179,0.368706754,0.262962262,1.228932868,-0.22065605,13233,1,-0.085186764,0.034002432,0.091663295,-0.272045879,0.053048995,0.100147963,0.22722753,-0.142352556,0.055647443,0.010763834,0.048280032,-0.043983716,0.136761738,0.16268915,0.024188638,0.021567418,0.056630441,0.10339759,0.092030664,0.318465967
473,0.01371108,0.234265017,0.390841401,-0.920002333,1.987153384,-0.550735684,-0.457601974,0.948046364,-0.309809074,13235,1,-0.083476012,0.032233532,0.090129979,-0.236849327,0.040266441,0.009763268,0.201340941,-0.358949976,0.05434368,-0.015123038,0.047704365,-0.074406141,0.111446139,0.401345687,0.02856671,0.020671871,0.062216688,0.122402164,0.090185094,0.366096876
474,0.187385672,1.011844854,-0.610546487,0.151250429,1.18076038,-0.161740807,-0.219815777,0.887856399,-0.257707352,13237,1,-0.083374217,0.033322464,0.087618961,-0.309231349,0.03847284,0.050518621,0.208852846,-0.506200391,0.0485482,-0.030564072,0.044816825,-0.063825968,0.120068194,0.46237953,0.026654294,0.017083966,0.056593093,0.105377559,0.086309721,0.291757103
475,-0.623161328,1.314237013,-1.477937345,-1.560653495,2.952068089,0.297980412,-0.630537391,2.81393528,-0.329544373,13239,1,-0.085016681,0.031866395,0.09985645,-0.179678751,0.038624486,0.023585192,0.228998934,0.044527222,0.065456362,0.029561458,0.050591911,-0.071303839,0.104998737,0.105911119,0.028432998,0.027280144,0.066182244,0.129234992,0.093637468,0.375303205
476,0.008301494,1.875822451,-0.484078273,0.235270254,-0.438917875,0.121164559,-0.104525499,1.570009336,-0.272991682,13241,1,-0.0834022,0.034881843,0.098597538,-0.3431043,0.066450335,0.09103679,0.251616144,-0.542256124,0.046222388,-0.035936676,0.04627582,-0.030847355,0.158122388,0.420926968,0.024428464,0.012568779,0.055361475,0.070771088,0.087225828,0.244910279
477,-0.569702159,0.601455495,-0.595405864,-1.224574197,3.675754118,-0.780596294,-0.580097895,0.747413148,-0.316391962,13243,1,-0.084755483,0.03176159,0.098467423,-0.179022504,0.039880288,0.016679024,0.222297215,0.02622835,0.064271767,0.025417887,0.050649643,-0.071959122,0.102522122,0.12388619,0.028795861,0.026654253,0.066463604,0.131588049,0.093282606,0.390116511
478,1.528187526,-1.126499698,1.41888407,-0.058799132,3.269111492,-0.179422392,-0.327900412,0.687223183,0.244603775,13245,1,-0.082076986,0.03335974,0.097970342,-0.290367218,0.041519305,0.024414818,0.26285715,-0.972206829,0.050799032,-0.06947939,0.052102698,-0.056318763,0.170218933,0.841527358,0.027670144,0.012324391,0.061442497,0.081496747,0.095912055,0.216131638
479,1.586008453,-1.040101939,0.164646244,0.455822293,3.14505103,0.916835899,0.053998633,0.827666434,-0.038293339,13247,1,-0.084023675,0.033654939,0.086096269,-0.31170077,0.042234361,0.073580128,0.20206867,-0.323255389,0.049346693,-0.015423484,0.044045913,-0.055847936,0.112572032,0.306784817,0.025605949,0.018427517,0.054973313,0.106831818,0.085325481,0.303861324
480,-0.193353622,-0.60811314,0.646854081,-0.909499855,1.125622397,-0.621462026,-0.212610134,0.927983043,-0.321731788,13249,1,-0.084315436,0.032261657,0.091531434,-0.226226095,0.037429567,0.028644684,0.199762351,-0.125599341,0.058544246,0.007360595,0.046761382,-0.075459544,0.093672138,0.220952009,0.027980914,0.023597048,0.062235627,0.128173658,0.089480239,0.366835372
481,-0.410544685,-0.111326022,0.036591566,-0.688947816,2.242166556,-0.533054099,-0.522452756,0.787539791,-0.2926401,13251,1,-0.081611651,0.0327499,0.103288942,-0.241157402,0.04674719,-0.012257809,0.279638956,-1.080416231,0.054661917,-0.079505025,0.057881433,-0.051748802,0.187314271,0.973097845,0.029042332,0.012461674,0.066354617,0.080531218,0.103264668,0.2486001
482,-0.169172008,0.860648775,-0.342239264,-0.604927991,1.663217733,-0.709869953,-0.450396332,1.289122833,-0.310978623,13253,1,-0.084870566,0.030938187,0.107010168,-0.115824689,0.05152946,0.004190947,0.250334153,0.176977751,0.069016129,0.041434303,0.060105539,-0.054857595,0.124801816,0.031624579,0.030616536,0.029503854,0.072971753,0.135425675,0.098535036,0.451656214
483,1.163037681,-0.240922662,0.052960755,-0.436888342,1.725247964,-0.285511904,-0.349517339,0.988173008,-0.13566662,13255,1,-0.084283025,0.033260823,0.086311255,-0.287136049,0.038187728,0.066598444,0.195174579,-0.23176154,0.052557822,-0.005489746,0.044190547,-0.063579159,0.100966494,0.256698042,0.026088758,0.020523522,0.056458661,0.115645452,0.086048459,0.321573231
484,0.672802255,0.191066137,0.338724654,-0.100809044,0.195168932,-0.444646172,-0.428779405,0.787539791,-0.257506858,13257,1,-0.08329286,0.034553538,0.094669636,-0.344309565,0.057164506,0.081437732,0.242212412,-0.574610828,0.045835445,-0.039385309,0.045446814,-0.037290489,0.150085888,0.456259131,0.024920604,0.013148623,0.054989649,0.078435875,0.086391484,0.242227962
485,-0.673995208,-0.845706979,2.090410693,-1.025027114,3.020990568,5.018963699,0.673683876,1.349312798,-0.323636481,13259,1,-0.084834586,0.032079498,0.096401357,-0.199236803,0.037448407,0.029312795,0.216905029,-0.006443167,0.063002655,0.022305672,0.048660069,-0.073260406,0.098589981,0.137152676,0.02806658,0.025996785,0.064277366,0.129078484,0.091821558,0.36848378
486,0.195313664,-0.456917061,1.282383865,-0.384375952,2.979637081,-0.037969709,-0.270255273,0.466526644,-0.255735827,13261,1,-0.084196174,0.032039069,0.092489102,-0.2122626,0.039035465,0.017361362,0.201835546,-0.123896544,0.05907837,0.00749042,0.047886596,-0.075401784,0.096777702,0.228420553,0.028510704,0.023828451,0.063642487,0.129949397,0.090468952,0.382211822
487,-0.576151453,1.011844854,-0.576799515,-1.035529592,3.351818467,-0.656825197,-0.637743033,1.088489616,-0.313397918,13263,1,-0.084533997,0.032698786,0.089697935,-0.248521378,0.035974998,0.050139229,0.198077442,-0.12850864,0.057306499,0.006831335,0.045395079,-0.07158771,0.093259253,0.204448809,0.026973366,0.023086515,0.059662059,0.124065366,0.088100855,0.343257555
488,-0.959544561,1.379035333,0.137304848,-1.455628714,3.655077374,-0.126377636,-0.392751193,0.306020071,-0.330733971,13265,1,-0.08287966,0.033565883,0.09104129,-0.319311489,0.040185715,0.048029025,0.230646946,-0.695273592,0.047551096,-0.046981151,0.046499222,-0.058265936,0.140892861,0.598598806,0.026664249,0.014591012,0.057124919,0.093314128,0.0883091,0.252539097
489,0.102368035,-1.061701379,0.681807453,-0.920002333,1.394420065,0.050438217,0.147671984,0.887856399,-0.282247825,13267,1,-0.082058961,0.032047129,0.099085229,-0.207237846,0.051033126,-0.035096821,0.250055575,-0.82961393,0.054102501,-0.058215468,0.057613095,-0.053297839,0.167761284,0.79125867,0.029928301,0.016144952,0.06683123,0.1009685,0.100667229,0.348958755
490,-0.406250961,0.147867257,-0.05179392,-0.983017202,1.994045632,-0.550735684,-0.493630186,1.590072658,-0.311279364,13269,1,-0.084250689,0.032556177,0.089329906,-0.248206721,0.036501967,0.039631932,0.195064615,-0.175586611,0.05639763,0.001736376,0.045497535,-0.074129175,0.093061139,0.246465124,0.027430431,0.022493268,0.060230623,0.124889638,0.08800193,0.35063372
491,-0.106755222,-0.284121541,0.066940386,-1.403116324,2.221489812,1.305830777,0.140466342,0.045196889,-0.307977895,13271,1,-0.082939223,0.031930123,0.092668164,-0.210700563,0.045755154,-0.016864938,0.214517849,-0.494440929,0.054098446,-0.027657379,0.051798346,-0.066923646,0.132272873,0.520752298,0.029526753,0.019646102,0.064666136,0.118932952,0.093981388,0.385068639
492,-0.298764619,-0.003328822,0.114717271,-1.130051895,3.489663425,-0.462327758,-0.479218902,1.429566085,-0.307423195,13273,1,-0.084436748,0.031776907,0.095847552,-0.187122665,0.040470219,0.011979955,0.212244473,-0.03214299,0.062038849,0.017511876,0.049900082,-0.073162718,0.099945692,0.167886983,0.028931217,0.025466606,0.06580661,0.132438093,0.092305314,0.397072113
493,0.357906011,-0.262522102,-0.138064219,0.287782644,1.883769666,-0.391601416,-0.41436812,1.068426294,-0.190889366,13275,1,-0.083919386,0.030863752,0.09975445,-0.11568988,0.059369601,-0.018686629,0.219048342,0.014440691,0.062249415,0.01693635,0.060655373,-0.049161904,0.121544388,0.154502658,0.031238166,0.026315257,0.071417984,0.139834342,0.096243789,0.493457137
494,0.715242384,-0.932104739,0.800608923,-0.405380908,1.415096809,0.103482973,0.169288911,1.85089584,-0.228114429,13277,1,-0.083525275,0.031457095,0.093758184,-0.169935869,0.048701876,-0.019311392,0.205798937,-0.213160449,0.057939853,-0.00317474,0.053370336,-0.064526247,0.116773725,0.316235249,0.030135701,0.023146575,0.067067753,0.131818027,0.093645022,0.436906825
495,0.297542532,-0.56491426,0.014516491,-0.604927991,1.153191389,0.174209315,0.162083269,1.750579231,-0.263996182,13279,1,-0.082331075,0.032120333,0.096483845,-0.218297827,0.04779294,-0.024361819,0.239286577,-0.745265524,0.053382105,-0.049763659,0.054797252,-0.059871437,0.156981508,0.716651127,0.029587794,0.016903527,0.065394556,0.105405662,0.09794424,0.349225739
496,0.253445847,3.366183806,0.9533231,0.854916459,-0.521624849,-0.373919831,-0.486424544,0.466526644,-0.283611184,13281,1,-0.083739207,0.034916528,0.098317163,-0.337194736,0.069858307,0.096837864,0.247958229,-0.444246023,0.046786683,-0.025950781,0.04704668,-0.029146899,0.156073677,0.349171697,0.024076684,0.013673944,0.055249116,0.072757504,0.088059786,0.269147292
497,-0.153659645,0.407060536,0.456227244,-1.004022158,1.194544876,-0.214785563,-0.587303537,2.131782343,-0.316371913,13283,1,-0.082567369,0.032403977,0.094228311,-0.244464251,0.043517287,-0.005041668,0.232261208,-0.70338929,0.052244633,-0.045137555,0.051557741,-0.066132402,0.147631131,0.668053424,0.028883375,0.016910847,0.06319692,0.105836054,0.094950657,0.32741848
498,0.740735567,-0.932104739,0.56662008,-0.310858606,1.86998517,-0.07333288,-0.41436812,0.446463323,-0.13611439,13285,1,-0.085029065,0.03303316,0.09098182,-0.246545069,0.037304588,0.06942607,0.210328456,-0.084926141,0.058692628,0.013918739,0.046008777,-0.063913499,0.105487784,0.156450362,0.026020524,0.023871096,0.058727662,0.119589376,0.089447092,0.32791637
499,-0.267638895,0.147867257,-0.692444431,-1.077539504,2.187028573,-0.30319349,-0.335106054,0.667159861,-0.311593471,13287,1,-0.083624846,0.031716281,0.092531768,-0.192587504,0.044277408,-0.007856385,0.203313923,-0.230213893,0.057436019,-0.003761245,0.05065669,-0.070571848,0.111181577,0.321425665,0.029525949,0.022736272,0.065442351,0.129844475,0.092289535,0.411398945
500,-0.375233278,0.666253815,-0.538924259,-1.067037026,2.324873531,-0.56841727,-0.630537391,0.005070246,-0.307236067,13289,1,-0.083427395,0.032668386,0.088657849,-0.269675655,0.038308272,0.027158434,0.202072657,-0.430213681,0.051919605,-0.022013258,0.046109732,-0.07296153,0.112758067,0.436735162,0.027767961,0.019210523,0.059691622,0.116139344,0.088377185,0.332827226
501,0.280045727,2.955794447,-1.198208718,0.056728127,-0.576762833,-0.320875075,-0.44319069,0.627033218,-0.232946336,13291,1,-0.083990436,0.034832933,0.096676186,-0.331148498,0.069207,0.098763962,0.242168833,-0.375916542,0.047453166,-0.018933853,0.047448034,-0.029828614,0.152166562,0.303072389,0.023949331,0.014821761,0.055112878,0.077270747,0.088624086,0.285401494
502,0.35030467,-0.176124342,-0.051395943,-0.898997377,1.291036347,-0.480009343,-0.515247113,0.446463323,-0.25069006,13293,1,-0.084302242,0.032881049,0.087707061,-0.266757161,0.036314198,0.053425038,0.193685944,-0.196029921,0.054776289,-0.00099143,0.044653689,-0.070178453,0.094631034,0.247321119,0.026771563,0.02171646,0.058335499,0.121193755,0.086896641,0.335600434
503,0.729780348,-0.111326022,-0.213538835,-0.562918079,-0.342426404,-0.56841727,-0.522452756,0.546779931,-0.140759169,13295,1,-0.085301036,0.034735255,0.098085938,-0.276080341,0.071617473,0.114936987,0.250235984,-0.183906119,0.05509253,0.014431728,0.052159903,-0.031005387,0.163521411,0.179986461,0.022992142,0.019807968,0.057594023,0.084498119,0.096289796,0.32724079
504,1.069068531,-0.78090866,-0.033728882,-0.027291698,0.594919309,0.015075047,-0.363928624,0.426400001,0.004538875,13297,1,-0.083733001,0.033781484,0.086950666,-0.323338418,0.043337239,0.071303386,0.208930711,-0.414143543,0.047694397,-0.024131966,0.044077947,-0.053665635,0.120159174,0.368873412,0.025630474,0.017011211,0.054741669,0.101414507,0.085116834,0.288922139
505,-0.059648211,-0.413718181,0.195833475,-0.709952772,1.456450296,-0.60378044,-0.385545551,1.349312798,-0.242088865,13299,1,-0.082423295,0.031052728,0.098800627,-0.130523632,0.070857811,-0.062591695,0.217523285,-0.491531003,0.055224846,-0.035085057,0.066292372,-0.031370281,0.150782111,0.547781396,0.031673899,0.020394035,0.070472294,0.123197467,0.099659724,0.484986294
506,-0.494594719,0.601455495,-0.296752071,-1.014524636,3.586154895,-0.586098855,-0.644948676,0.687223183,-0.319218929,13301,1,-0.08267658,0.033408433,0.092537707,-0.309194554,0.039871131,0.038649948,0.236941103,-0.760979565,0.04843374,-0.051746395,0.047895724,-0.060160896,0.147073474,0.660643711,0.027079871,0.014329206,0.058412279,0.092425615,0.090262112,0.249977497
507,-0.216281169,-0.240922662,0.161524314,-1.014524636,3.034775064,-0.497690928,-0.500835829,0.346146714,-0.273720144,13303,1,-0.082796424,0.032970348,0.091710982,-0.287123219,0.03964652,0.024967216,0.227075328,-0.685124119,0.049844534,-0.04409072,0.04817221,-0.066665518,0.139354194,0.623240391,0.027701349,0.016055391,0.059702821,0.101671554,0.090881451,0.287612026
508,0.030845786,-0.6945109,-0.051997655,-0.941007289,0.794794498,-0.409283002,-0.227021419,1.108552938,-0.251538818,13305,1,-0.081917301,0.031552907,0.10121376,-0.167316916,0.062589828,-0.061486497,0.245850604,-0.782718192,0.055105553,-0.058398436,0.063815711,-0.037394296,0.170551961,0.773615387,0.030986484,0.017100094,0.069636021,0.105837623,0.102922928,0.408977521
509,-0.723085995,0.255864457,-1.818095365,-0.762465162,1.938907649,-0.108696051,-0.054086002,-0.275816257,-0.327646362,13307,1,-0.084551113,0.03204502,0.094540217,-0.204664884,0.038131919,0.023904084,0.209026884,-0.048265195,0.061316217,0.016275299,0.048247712,-0.074580461,0.095999528,0.170546782,0.028295027,0.025082901,0.06405526,0.130215576,0.091114298,0.37679339
510,-0.285931664,-1.018502499,3.070621682,-0.877992421,2.366227018,-0.798277879,-0.673771245,2.392605525,-0.321664956,13309,1,-0.082724597,0.032116955,0.093469688,-0.224250843,0.045094851,-0.014184052,0.22319236,-0.602642182,0.053189771,-0.036801288,0.051930231,-0.06626885,0.140708251,0.599679443,0.029309433,0.018323895,0.064147229,0.112821786,0.094730521,0.361158622
511,0.594446741,0.709452695,-0.029539041,0.077733083,-0.521624849,-0.426964587,-0.450396332,0.306020071,-0.237918589,13311,1,-0.083746973,0.034645933,0.094424513,-0.337913235,0.062505869,0.090929381,0.23740063,-0.436669114,0.04654707,-0.026251293,0.046083816,-0.03401416,0.147044201,0.350916498,0.024396512,0.014502681,0.054693792,0.080746131,0.087054349,0.271907351
512,1.213176537,-1.104900259,0.413331815,-0.657440382,-0.363103148,2.47281541,1.848203581,1.409502763,-0.091357433,13313,1,-0.084966696,0.034805415,0.097485572,-0.292029101,0.072958602,0.11234556,0.245493872,-0.205038143,0.052778925,0.007096809,0.051210541,-0.029372848,0.159072029,0.191228272,0.023158896,0.018402068,0.056768197,0.082413142,0.094304271,0.32397657
513,-0.363907215,-0.478516501,0.267989994,-1.025027114,1.821739435,-0.197103978,-0.342311697,1.48975605,-0.315008553,13315,1,-0.083431664,0.031972956,0.091234395,-0.215547745,0.042506982,-0.002420825,0.203175577,-0.333912377,0.055416956,-0.012982583,0.049312336,-0.072526768,0.11437289,0.392559445,0.029116361,0.0212842,0.063850791,0.12503094,0.091550238,0.387601834
514,-0.42583822,0.882248214,-0.264507348,-0.856987465,2.311089035,-0.267830319,-0.313489127,1.028299651,-0.303326433,13317,1,-0.082743679,0.033782207,0.092549911,-0.325828517,0.041806005,0.05192693,0.239495169,-0.752398865,0.047230803,-0.052484705,0.046886911,-0.05379769,0.14843372,0.632999166,0.026456201,0.013463371,0.057057293,0.087069814,0.088694939,0.231785772
515,-0.452056801,-0.024928262,-0.435268939,-1.161559329,2.056075863,-0.515372514,-0.472013259,0.045196889,-0.305057365,13319,1,-0.083170834,0.032803357,0.089428942,-0.279333928,0.038758131,0.026823583,0.210717597,-0.533549796,0.050673823,-0.031078132,0.046676519,-0.070665982,0.123048095,0.510967027,0.027707755,0.01789153,0.059423046,0.110521264,0.089021283,0.315474741
516,-0.114969787,-0.003328822,-0.15417355,-1.151056851,1.304820842,-0.550735684,-0.522452756,1.770642553,-0.27488301,13321,1,-0.083851057,0.03155116,0.094147477,-0.176602594,0.045284656,-0.008057173,0.206277355,-0.135928465,0.059393095,0.00513599,0.051727442,-0.068971777,0.108784656,0.254097103,0.029744743,0.024035731,0.066654554,0.133086875,0.092888618,0.425029263
517,1.322593455,-1.040101939,0.259395876,1.737124617,-0.528517097,0.1918909,-0.090114214,-0.255752936,1.396595845,16001,1,-0.11624187,0.04345192,0.870955388,-0.488776003,1.501300463,-1.162216817,0.276958247,0.23321044,0.091494824,-0.216562183,0.099462969,0.028059941,0.257380459,-0.624657663,0.038633151,0.104873797,0.108549204,0.131220091,0.096000397,0.079576353
518,-1.544079705,2.307811249,-1.327679525,-0.079804088,-0.597439576,-0.621462026,-0.421573763,0.486589966,-0.319653332,16003,1,-0.116455349,0.04488897,1.043718336,1.436235077,1.79995271,2.453948207,0.290454351,-0.160411435,0.09754639,-0.263171035,0.089433576,-0.091040899,0.274131328,-0.196068718,0.039842518,0.101385021,0.11082527,0.122476738,0.101316455,0.05023217
519,0.311548925,-1.083300819,0.84802194,0.613359464,-0.576762833,-0.108696051,-0.061291645,-0.155436327,-0.072597872,16005,1,-0.112224442,0.042668856,0.840328878,-0.809433269,1.422855691,-1.691335978,0.272232652,0.02617219,0.071091116,0.010101183,0.065901365,0.051765929,0.193077411,-0.237864919,0.03288417,0.092796325,0.074095606,0.036310837,0.088339014,0.253422354
520,-1.169820293,0.385461096,-0.46949857,-0.321361084,-0.562978337,-0.285511904,-0.371134266,-0.777399299,-0.314781327,16007,1,-0.111330078,0.04228507,0.816863124,-0.832811552,1.386528727,-1.833973283,0.269130157,-0.04385634,0.069736491,0.044843082,0.06413532,0.077003955,0.192364445,-0.10071042,0.031550351,0.090727774,0.071244156,0.009793048,0.088452639,0.314815587
521,-0.761038634,0.731052135,-0.869030808,-0.709952772,-0.61811632,-0.621462026,-0.421573763,0.366210036,-0.303700689,16009,1,-0.116660539,0.04721728,1.313027945,5.007067553,2.266272834,9.029129515,0.345025014,-0.924003099,0.119047844,-0.261265433,0.091770195,-0.360549344,0.313075691,0.671227457,0.042643973,0.095228568,0.123836256,0.134550409,0.130675518,0.079976897
522,-0.403730879,-1.104900259,-0.076131203,-0.079804088,-0.604331824,0.032756632,0.616038737,0.185640141,-0.203299948,16011,1,-0.112398415,0.043216405,0.890123539,-0.384525392,1.506593902,-0.900604772,0.282155113,0.014575505,0.071515915,-0.004705802,0.065021114,0.020356214,0.192741363,-0.218048897,0.03340425,0.091798884,0.074236023,0.037906612,0.08963461,0.223726463
523,-0.947958993,-0.219323222,-0.679994709,1.411547797,-0.597439576,1.942367849,0.947498286,0.647096539,-0.248123736,16013,1,-0.113982525,0.043413748,0.898485419,-0.423947627,1.526886304,-0.874547751,0.268974585,0.145294982,0.076478107,-0.093081118,0.074658596,0.002907345,0.209716895,-0.469499643,0.035580487,0.096890905,0.085144085,0.085445308,0.086916635,0.147229515
524,-1.395904689,1.314237013,-1.569858047,0.539842117,-0.604331824,-0.232467148,-0.349517339,0.346146714,-0.304723208,16015,1,-0.115729599,0.043988956,0.952737516,0.158292614,1.635717688,0.134000761,0.278674498,0.125817486,0.089403538,-0.208249159,0.090161714,-0.021935723,0.2528709,-0.504683096,0.038236308,0.101448491,0.103767684,0.118987841,0.094199758,0.07684601
525,-0.374837904,1.076643174,-1.057923517,0.193260341,-0.604331824,-0.409283002,-0.457601974,0.145513498,-0.154252419,16017,1,-0.116601411,0.048300606,1.442482298,6.243457728,2.485455011,11.2080211,0.408918978,-1.070222973,0.135574652,-0.230801202,0.114072327,-0.489501366,0.348819828,0.851004953,0.044162605,0.091810146,0.138598485,0.143692117,0.155862412,0.109753444
526,0.186790949,-1.234496898,0.138220318,0.980946196,-0.590547328,0.103482973,0.255756619,-0.255752936,0.023919967,16019,1,-0.111613531,0.043387535,0.912212014,-0.054743744,1.544319719,-0.395880892,0.297453817,-0.063055435,0.071092806,0.027524756,0.063628135,0.017263098,0.195335041,-0.048862336,0.032527098,0.088479981,0.072138541,0.014481364,0.093043499,0.255677987
527,-0.891132463,0.536657176,-0.650015138,-0.226838781,-0.590547328,-0.07333288,-0.32069477,1.469692728,-0.294745287,16021,1,-0.116461722,0.048766732,1.512987169,6.629470923,2.603002298,11.84792417,0.454572278,-1.042428489,0.143610007,-0.21000931,0.127561541,-0.541340992,0.375550153,0.834426438,0.044770766,0.089929909,0.146823748,0.14730431,0.168493513,0.125143542
528,-2.092604526,0.428659976,-1.028368859,-0.604927991,-0.611224072,-0.709869953,-0.313489127,1.188806225,-0.327479284,16023,1,-0.113172254,0.043722533,0.940064548,0.027614843,1.593930775,-0.085705318,0.28377585,0.037565997,0.073664831,-0.051395025,0.067311689,-0.017502171,0.198618218,-0.285963768,0.034731562,0.093073503,0.078205093,0.059179077,0.088912001,0.172864253
529,-2.190777875,-0.003328822,-1.089243783,-0.594425513,-0.625008568,-0.462327758,-0.56568661,0.506653288,-0.331896836,16025,1,-0.114806298,0.043463136,0.898777342,-0.438300819,1.53392065,-0.914806837,0.269047651,0.198265685,0.081537236,-0.14223712,0.083271442,0.004481308,0.22836247,-0.563825803,0.036699411,0.099696497,0.093773966,0.106724222,0.088674501,0.116322315
