delete,ln_pop_den,pct_65_over,pct_age_18_29,pct_bach,pct_black,pct_fb,pct_hisp,pct_uninsured,totalvotes,id,Intercept,X,Y,se0,b0,sepct_black,bpct_black,sepct_hisp,bpct_hisp,sepct_65_over,bpct_65_over,sepct_age_18_29,bpct_age_18_29,sepct_fb,bpct_fb,sepct_uninsured,bpct_uninsured,sepct_bach,bpct_bach,seln_pop_den,bln_pop_den
1,0.430660333,-0.82410754,0.116936063,0.487329727,0.684518532,-0.426964587,-0.479218902,-0.496512796,-0.151345255,1001,1,-0.086641721,0.032535922,0.109232413,-0.161032072,0.03634888,0.046597296,0.283511504,-0.126065574,0.070950726,0.043623281,0.052382053,-0.056577338,0.155654007,0.188182561,0.026215416,0.031122356,0.064936181,0.099548897,0.097896113,0.278338093
2,0.615494917,0.255864457,-0.414180841,1.043961064,0.015970486,-0.179422392,-0.349517339,-0.135373006,0.396063669,1003,1,-0.087723428,0.030727208,0.136123175,-0.102483722,0.053384242,0.012583904,0.344177201,-0.064931398,0.088084687,0.087715562,0.080351351,-0.025320956,0.201539551,0.212545451,0.030257808,0.040352497,0.083380765,0.062685169,0.113054088,0.310423663
3,-0.256709605,-0.046527702,0.179713533,-1.088041982,2.65570143,-0.356238246,-0.363928624,0.346146714,-0.266642704,1005,1,-0.08539229,0.031869504,0.103428177,-0.169179198,0.038306913,0.026851956,0.244266391,0.070467877,0.067920785,0.03703528,0.051885423,-0.068430556,0.114350999,0.084628139,0.028243367,0.028617074,0.0669246,0.125252809,0.095183426,0.361029076
4,-0.107822179,-0.62971258,-0.027236828,-1.214071719,0.911962713,-0.56841727,-0.493630186,0.225766784,-0.272811238,1007,1,-0.087128405,0.032997662,0.109789448,-0.163614911,0.037532299,0.056688113,0.297451809,-0.309764906,0.070532559,0.040448426,0.05182866,-0.051730377,0.177065249,0.291476736,0.025016686,0.031499886,0.063806269,0.086583105,0.098995652,0.249309945
5,0.410880797,-0.197723782,-0.200522692,-0.930504811,-0.514732601,-0.037969709,-0.010852148,0.245830106,-0.152561585,1009,1,-0.086566051,0.033981451,0.102830239,-0.209483539,0.051780368,0.100776394,0.280104559,-0.267603626,0.064446877,0.031542124,0.051751394,-0.044485548,0.178711539,0.24293474,0.023354327,0.026572703,0.060796018,0.090903888,0.099897889,0.28670862
6,-0.562540182,-0.60811314,0.452194218,-1.035529592,4.530392857,-0.709869953,-0.493630186,0.366210036,-0.306106617,1011,1,-0.085715985,0.032100644,0.10442151,-0.172084077,0.036895878,0.036064679,0.252375626,0.040724545,0.068579975,0.038941793,0.051511213,-0.066134735,0.122111156,0.095898421,0.027579948,0.029093011,0.065881308,0.119647452,0.095481493,0.336137581
7,-0.308598468,0.191066137,-0.234015007,-0.615430469,2.504071976,-0.692188367,-0.580097895,-0.175499649,-0.273526333,1013,1,-0.086680836,0.031752621,0.117118997,-0.131046199,0.039723331,0.018641225,0.29902744,-0.018024127,0.075918518,0.057341264,0.058788754,-0.054238607,0.158059828,0.141384544,0.027985081,0.033580976,0.070577967,0.098463419,0.101110363,0.301305601
8,0.841800586,-0.348919861,0.374547411,-0.363370996,0.808578994,-0.356238246,-0.407162478,-0.014993076,0.003790363,1015,1,-0.085825913,0.033771158,0.096232669,-0.234773947,0.04897594,0.098369726,0.247214893,-0.133411401,0.060794144,0.023002677,0.049544517,-0.047076253,0.149084859,0.160864171,0.024165715,0.024542575,0.058727645,0.103740062,0.095349866,0.307877118
9,0.143301704,0.083068937,0.061051338,-0.909499855,2.104321598,-0.515372514,-0.508041471,0.145513498,-0.234790881,1017,1,-0.085392138,0.032913315,0.094691649,-0.224875314,0.03689901,0.067752612,0.225084809,-0.050376053,0.061809884,0.022265659,0.047255159,-0.063269402,0.114204727,0.133973154,0.026040371,0.025527027,0.060137757,0.11859793,0.091543811,0.32313193
10,-0.004615773,0.774251015,-0.584553013,-0.962012246,-0.307965165,-0.674506782,-0.56568661,-0.195562971,-0.254726674,1019,1,-0.085604097,0.034175522,0.095580522,-0.254753565,0.05773493,0.107405006,0.245355375,-0.150187964,0.058127705,0.018724192,0.05046854,-0.040282597,0.154085516,0.164160635,0.023619114,0.022550784,0.057912618,0.097881962,0.095621022,0.316931464
11,0.210880726,-0.60811314,-0.048230687,-0.972514724,0.009078238,-0.020288124,-0.118936783,0.687223183,-0.207884579,1021,1,-0.086719182,0.032848842,0.10749663,-0.169687489,0.037102388,0.058432992,0.283474209,-0.183162971,0.069609239,0.040028286,0.05131873,-0.05459037,0.161444237,0.215227291,0.025506326,0.030473779,0.063507408,0.097048079,0.097818467,0.270433354
12,-0.653759058,0.817449895,-0.462168854,-1.056534548,2.311089035,-0.727551538,-0.652154318,0.145513498,-0.287052999,1023,1,-0.088263489,0.032019987,0.124516149,-0.126240751,0.038985815,-0.011527813,0.328436245,-0.521962034,0.07968072,0.056753533,0.063211858,-0.041779538,0.201354902,0.471598786,0.026898686,0.038461537,0.071954384,0.048031259,0.103320089,0.212721142
13,-0.47023219,0.126267817,-0.056939847,-1.025027114,2.531640968,-0.798277879,-0.659359961,0.025133568,-0.249152939,1025,1,-0.087831776,0.031677337,0.126208237,-0.118611425,0.041534525,-0.006163343,0.32783091,-0.305783375,0.081030494,0.064960415,0.065750935,-0.041333765,0.192242212,0.340095563,0.027833145,0.037928554,0.073831268,0.061192815,0.104819291,0.244122411
14,-0.39299602,0.299063337,-0.174505142,-1.193066763,0.450182104,-0.480009343,-0.457601974,0.145513498,-0.290621793,1027,1,-0.0858604,0.03327029,0.09729129,-0.21766002,0.040767281,0.082280927,0.245036771,-0.094041798,0.063020383,0.026444546,0.048619558,-0.055061329,0.137508283,0.148219581,0.025077042,0.026148636,0.059863069,0.109956345,0.094257704,0.305269651
15,-0.282377606,0.126267817,-0.374067595,-0.688947816,-0.438917875,-0.550735684,-0.500835829,0.546779931,-0.288636902,1029,1,-0.085517959,0.033675565,0.093465421,-0.247072444,0.046853834,0.094564209,0.233239569,-0.112419773,0.059079073,0.018282906,0.048312877,-0.049575894,0.136163317,0.15038819,0.024527833,0.023721841,0.057938161,0.107931657,0.093099244,0.314037496
16,0.321336927,-0.500115941,-0.059662502,0.088235561,0.539781326,-0.126377636,-0.154964995,0.045196889,-0.188069083,1031,1,-0.085987929,0.031402132,0.114147193,-0.128607959,0.042606927,0.016824983,0.282529918,0.129172945,0.074340296,0.055352358,0.059042647,-0.057809317,0.140623517,0.052479651,0.029064299,0.032135108,0.071984881,0.115967024,0.100522775,0.359246465
17,0.406999097,0.126267817,-0.088199717,-0.405380908,0.491535591,-0.497690928,-0.479218902,-0.476449474,-0.150570011,1033,1,-0.087804197,0.03470089,0.111688725,-0.213435306,0.054476024,0.088595408,0.325352577,-0.740365152,0.067863309,0.037023744,0.054295099,-0.052736446,0.223131965,0.535075436,0.021442602,0.028880651,0.06498388,0.060081349,0.104638062,0.256705293
18,-0.63171791,0.731052135,-0.270599515,-0.962012246,2.669485925,-0.674506782,-0.630537391,0.627033218,-0.293889846,1035,1,-0.086993903,0.031429208,0.123174655,-0.115738273,0.043089549,0.008825323,0.315714987,-0.027422856,0.079520696,0.066579371,0.064382507,-0.046943981,0.171471108,0.157899556,0.028661048,0.035660201,0.074106438,0.088650858,0.104258632,0.300338996
19,-0.571566869,0.817449895,-0.537799348,-0.962012246,1.690786725,-0.745233123,-0.608920464,-0.315942901,-0.300319022,1037,1,-0.08624827,0.032936232,0.102673126,-0.189184252,0.037648703,0.067694991,0.263290006,-0.104321687,0.066868374,0.034666543,0.049857629,-0.056939192,0.145641082,0.162998319,0.025541327,0.028527449,0.06207065,0.106610679,0.095965744,0.292042551
20,-0.115375711,0.428659976,-0.326276201,-0.699450294,0.305444898,-0.692188367,-0.558480967,0.306020071,-0.220448873,1039,1,-0.08645156,0.031248009,0.120314603,-0.114577965,0.044679228,0.014048443,0.303872854,0.105070838,0.07794425,0.064768893,0.063549071,-0.050246835,0.157911067,0.072007279,0.029269996,0.034252866,0.07445018,0.104561743,0.103517917,0.34282855
21,-0.375677231,-0.003328822,-0.176075936,-0.478898255,0.980885191,-0.586098855,-0.623331749,-0.175499649,-0.292713614,1041,1,-0.086313713,0.031730773,0.113981626,-0.137573822,0.03958127,0.02193536,0.286368043,0.04477564,0.074207282,0.053764306,0.057183382,-0.058158598,0.14606761,0.100494177,0.028169008,0.032329936,0.06997538,0.108113567,0.099872809,0.322763493
22,0.532220058,-0.132925462,-0.088163453,-0.846484987,-0.535409345,-0.373919831,-0.363928624,0.306020071,-0.057240028,1043,1,-0.0868672,0.034132108,0.105334732,-0.204434523,0.05315982,0.100606552,0.292858761,-0.359617139,0.065505644,0.033757181,0.052531312,-0.044397973,0.191024297,0.29977386,0.022918425,0.027206068,0.061686663,0.083857809,0.101515196,0.278038458
23,0.402759872,-0.521715381,0.408046258,-0.405380908,0.774117755,-0.214785563,-0.212610134,0.406336679,-0.205024197,1045,1,-0.085610965,0.031432582,0.109939522,-0.137617605,0.042279933,0.016509811,0.26617618,0.138346438,0.071811849,0.048509478,0.056833036,-0.061917347,0.128652522,0.046998073,0.029142503,0.030693999,0.070848661,0.123355606,0.098673932,0.377163536
24,-0.057117871,-0.305720981,0.083400717,-0.762465162,4.247810693,-0.60378044,-0.601714822,0.306020071,-0.217548392,1047,1,-0.087105447,0.032326867,0.114855527,-0.142636945,0.036821721,0.029756063,0.302268753,-0.20724778,0.074100052,0.049917888,0.055321739,-0.052753288,0.170296996,0.247525011,0.026504961,0.033403034,0.067153998,0.087054046,0.099796594,0.258285511
25,0.429228031,-0.456917061,-0.085019386,-0.941007289,-0.521624849,0.45711468,0.371046897,0.827666434,-0.140745802,1049,1,-0.085802657,0.034461177,0.098760738,-0.250057066,0.06447398,0.113846701,0.258483076,-0.183096097,0.058868639,0.0228151,0.052380858,-0.036275852,0.16825498,0.183259604,0.023030117,0.02241693,0.058768565,0.089984011,0.098243894,0.319223894
26,0.602835832,-0.845706979,0.239855529,0.329792556,0.856824729,-0.462327758,-0.464807617,-0.436322831,-0.062726882,1051,1,-0.086150142,0.032597219,0.104201368,-0.179755272,0.036201826,0.054451868,0.262283611,-0.052766272,0.068158468,0.037710464,0.050501734,-0.060462985,0.138128899,0.140198356,0.026299719,0.029179188,0.063549241,0.110117752,0.095837307,0.30126708
27,-0.064800259,-0.240922662,0.015893553,-0.99351968,1.587403006,-0.709869953,-0.515247113,0.927983043,-0.230607239,1053,1,-0.087162772,0.031126057,0.127773711,-0.106209081,0.046891128,0.007235453,0.326660816,-0.008419813,0.082421912,0.074519227,0.069782165,-0.039922287,0.180760107,0.15506704,0.029363447,0.037162679,0.07744661,0.082674505,0.107201348,0.309855489
28,0.840875926,-0.024928262,-0.034119013,-0.436888342,0.470858847,-0.33855666,-0.399956836,0.205703463,-0.017963242,1055,1,-0.086035104,0.034044103,0.098559862,-0.231894941,0.054506826,0.105502474,0.259656376,-0.176648583,0.061286167,0.02557071,0.051076696,-0.042694878,0.163559809,0.183657491,0.023558893,0.024484428,0.059235005,0.096903396,0.097665046,0.305960525
29,-0.293149369,0.428659976,-0.245727956,-1.004022158,0.188276684,-0.674506782,-0.551275325,-0.396196187,-0.278351557,1057,1,-0.087738538,0.033721652,0.110734631,-0.178064602,0.041707304,0.06727531,0.31659901,-0.609819313,0.069688933,0.034833696,0.051976803,-0.049800151,0.206133034,0.461153807,0.02327305,0.03154364,0.063951765,0.06945411,0.101315714,0.228017828
30,0.063704869,-0.413718181,0.058834506,-0.835982509,-0.32174966,0.757701631,0.558393598,0.426400001,-0.252875445,1059,1,-0.087843748,0.034441959,0.111265776,-0.204189428,0.050185406,0.082665114,0.324383439,-0.73083042,0.068352589,0.034934694,0.053517023,-0.051812965,0.220382082,0.527523107,0.021869343,0.029788763,0.064735049,0.062458234,0.10380393,0.244864065
31,0.029413827,0.255864457,-0.481950398,-0.99351968,0.03664723,-0.56841727,-0.392751193,0.606969896,-0.253095989,1061,1,-0.085837538,0.031095266,0.11571241,-0.114753007,0.046702241,0.014926795,0.285558885,0.188090984,0.075120995,0.058630066,0.062066916,-0.053468133,0.142927774,0.01852942,0.029852851,0.032504411,0.074237685,0.119725992,0.101886406,0.389105795
32,-0.712469001,0.536657176,0.052633997,-1.245579153,4.854328508,-0.780596294,-0.558480967,0.647096539,-0.305023949,1063,1,-0.087952236,0.032852548,0.115673899,-0.14788886,0.035906803,0.027443501,0.319294854,-0.56612788,0.073721424,0.042156435,0.05424179,-0.048930251,0.198543533,0.460997297,0.025035845,0.03488185,0.066216796,0.06298862,0.100198513,0.210058408
33,-0.378946538,-0.003328822,0.04672816,-0.814977553,3.468986681,-0.798277879,-0.680976888,-0.014993076,-0.284139152,1065,1,-0.08762979,0.032761772,0.114671452,-0.147733851,0.036223695,0.033792409,0.312693825,-0.43667823,0.073349312,0.044138738,0.053969967,-0.049884924,0.189083968,0.380902315,0.025343366,0.033994944,0.065852123,0.072410451,0.099927197,0.225288667
34,-0.210940036,0.709452695,-0.482674531,-0.510405689,1.208329372,-0.674506782,-0.493630186,0.045196889,-0.274796129,1067,1,-0.085241507,0.031514907,0.105313853,-0.150640588,0.041615855,0.015521827,0.248175476,0.114834663,0.068915308,0.040000581,0.054397543,-0.066126522,0.11697558,0.063698442,0.029112868,0.029126242,0.0693458,0.12860314,0.09656958,0.388988437
35,0.816627524,-0.348919861,-0.064575959,-0.027291698,1.229006116,-0.409283002,-0.44319069,0.185640141,-0.028355517,1069,1,-0.085303165,0.031152799,0.109449033,-0.125609722,0.046371222,0.010844762,0.261794758,0.17640707,0.07119806,0.047476118,0.05872794,-0.058896142,0.127363705,0.027270722,0.029926045,0.030419005,0.072377619,0.129162126,0.099067867,0.412894038
36,0.032600553,0.147867257,-0.338498321,-0.835982509,-0.383779891,-0.586098855,-0.472013259,-0.014993076,-0.178973336,1071,1,-0.086000255,0.034779372,0.10239302,-0.245461541,0.071557508,0.119459979,0.271509453,-0.229211497,0.059664067,0.027937199,0.054322228,-0.033914831,0.181834625,0.215070774,0.02241555,0.022183318,0.059837213,0.08029373,0.100846592,0.323958878
37,1.499825435,-0.73770978,0.410748186,1.201498235,2.331765779,-0.108696051,-0.399956836,-0.075183041,1.840750329,1073,1,-0.086895572,0.033554723,0.105670606,-0.187111795,0.043512777,0.082865433,0.289555813,-0.30939805,0.06730896,0.034903505,0.051094121,-0.048826994,0.179508773,0.276649929,0.023982119,0.029016672,0.061926643,0.089558394,0.099439051,0.26464318
38,-0.368854242,0.579856056,-0.603312653,-1.056534548,0.112461957,-0.692188367,-0.56568661,0.205703463,-0.288864128,1075,1,-0.088096863,0.033779812,0.112169066,-0.179800716,0.040125997,0.056734229,0.324989295,-0.756669769,0.070405955,0.032725481,0.052287413,-0.051484994,0.215323474,0.550495356,0.023014426,0.032655667,0.064944756,0.060658203,0.101562066,0.213676069
39,0.625463141,0.191066137,0.755547461,0.161752907,0.091785213,-0.480009343,-0.486424544,-0.115309684,-0.040612387,1077,1,-0.087654681,0.034901303,0.111745139,-0.21909696,0.059463716,0.096482522,0.323098381,-0.70062968,0.067186811,0.039734617,0.0549688,-0.05216656,0.222611776,0.514969125,0.021194765,0.027751649,0.064837431,0.059220698,0.105234408,0.271562219
40,0.035743898,-0.154524902,-0.202160606,-0.983017202,0.105569709,-0.674506782,-0.522452756,-0.095246362,-0.229798579,1079,1,-0.087310858,0.034521316,0.109000656,-0.207547849,0.056809553,0.100113498,0.310948182,-0.538675841,0.06654731,0.036749936,0.053928342,-0.046570875,0.209930233,0.411308884,0.022002819,0.027644103,0.063309737,0.070691468,0.103897486,0.271316338
41,1.034955685,-1.558488497,2.783710796,1.401045319,0.9533162,0.156527729,-0.41436812,-0.356069544,0.140567409,1081,1,-0.085355014,0.03260077,0.096552946,-0.211476421,0.035803892,0.055016298,0.226785645,-0.020331561,0.063345065,0.025416487,0.047832082,-0.0671752,0.109701884,0.124607991,0.026693093,0.026319052,0.061782384,0.121587973,0.091949161,0.331930543
42,0.737049834,-0.8025081,-0.134662238,0.392807425,0.326121642,-0.179422392,-0.248638346,0.005070246,-0.007891757,1083,1,-0.08698168,0.034811111,0.108324776,-0.218803013,0.0653969,0.111964739,0.303710915,-0.456173813,0.064822655,0.038362238,0.055081822,-0.043158853,0.206980729,0.363777436,0.021723554,0.025606671,0.062784789,0.069944495,0.10446697,0.295890765
43,-0.65713016,-0.089726582,-0.074488771,-0.762465162,4.516608361,-0.692188367,-0.644948676,-0.155436327,-0.291256691,1085,1,-0.086649808,0.032155788,0.112771885,-0.146826321,0.03717099,0.031574604,0.289690789,-0.07447757,0.073235346,0.049731771,0.054902108,-0.056713275,0.154883131,0.166441454,0.027061994,0.032276468,0.067403824,0.099554464,0.099046548,0.28734849
44,-0.205000569,0.104668377,2.359770269,-0.163823913,5.10934168,-0.727551538,-0.623331749,-0.416259509,-0.278638932,1087,1,-0.085694012,0.032385989,0.101569954,-0.187357124,0.035976866,0.047237069,0.245314477,0.005781917,0.066748889,0.034227097,0.049822985,-0.065757663,0.120476987,0.110973729,0.026969809,0.028169689,0.063863353,0.118797095,0.094261908,0.326548802
45,1.339860692,-0.888905859,0.50151813,2.188731173,1.04980767,0.138846144,-0.327900412,-0.255752936,0.96471828,1089,1,-0.086550747,0.034763769,0.105630372,-0.226815509,0.068095269,0.116992406,0.289385344,-0.332389293,0.062830848,0.034814324,0.054884308,-0.038608889,0.195653414,0.284009611,0.022066512,0.024202388,0.061475134,0.075975644,0.103180658,0.309588613
46,-0.45752712,0.104668377,-0.037482865,-0.615430469,3.069236303,-0.762914709,-0.608920464,-0.155436327,-0.264089746,1091,1,-0.087788058,0.0322478,0.12000196,-0.131890982,0.037394281,0.00937315,0.319768911,-0.403128247,0.076852921,0.052800431,0.058597371,-0.047006296,0.190045259,0.3799672,0.026472002,0.036083406,0.069126262,0.065439965,0.101450299,0.225897704
47,-0.047479465,0.493458296,-0.248652695,-0.962012246,-0.376887644,-0.621462026,-0.493630186,-0.175499649,-0.244661872,1093,1,-0.087887359,0.034136749,0.111117105,-0.192882575,0.045606561,0.074319695,0.323053568,-0.715848686,0.069037277,0.033636939,0.05271624,-0.051153793,0.216580637,0.519721127,0.022406444,0.030848401,0.064517558,0.064097235,0.102743292,0.232471344
48,0.727334562,-0.435317621,-0.041801266,-0.268848693,-0.438917875,0.474796266,0.327813043,0.546779931,-0.071916193,1095,1,-0.086306614,0.034366462,0.101922621,-0.227547484,0.060811046,0.111744918,0.275108645,-0.246112811,0.062148914,0.029643446,0.052950935,-0.039535685,0.180257394,0.225953622,0.02284863,0.024503379,0.060240918,0.087626662,0.100503164,0.305151093
49,1.153042715,-0.65131202,0.413216169,0.130245473,1.842416178,-0.285511904,-0.472013259,0.326083393,0.887173862,1097,1,-0.088207613,0.030780744,0.138310502,-0.111142573,0.052860647,0.001896207,0.34630775,-0.213949561,0.089738689,0.088270495,0.082783394,-0.022181308,0.210794559,0.321443425,0.030040966,0.041929259,0.084371986,0.044946683,0.11432931,0.285231905
50,-0.43202016,0.104668377,-0.093960843,-0.888494899,2.297304539,-0.745233123,-0.652154318,0.366210036,-0.265640234,1099,1,-0.087365801,0.031570694,0.124456617,-0.117249636,0.042067884,0.003391974,0.321573839,-0.146692089,0.080128424,0.065932156,0.064646221,-0.044701085,0.180664487,0.234872384,0.0282114,0.036574237,0.073685083,0.076843579,0.104402331,0.272339197
51,1.079088456,-0.910505299,0.743887711,1.201498235,3.365602963,-0.002606539,-0.428779405,0.085323533,0.325623424,1101,1,-0.08620775,0.032220061,0.108096875,-0.161856234,0.036625806,0.038834865,0.271056465,-0.012254446,0.070661537,0.044017701,0.052673104,-0.061234947,0.139094559,0.124780134,0.02709634,0.030501971,0.066055925,0.110048899,0.097139006,0.308385535
52,0.877537897,-0.370519301,-0.122927119,0.046225648,0.257199163,-0.020288124,-0.075702929,0.005070246,0.022095471,1103,1,-0.086853482,0.034454304,0.106099841,-0.21293712,0.059461689,0.107957425,0.295810744,-0.385545585,0.064787421,0.034872664,0.05373447,-0.042523781,0.197369276,0.315489399,0.022372222,0.026203285,0.0619377,0.078846896,0.102831947,0.288257577
53,-0.703381167,0.061469497,1.300528752,0.088235561,4.185780462,-0.462327758,-0.594509179,-0.055119719,-0.301983123,1105,1,-0.087294236,0.032639178,0.113504564,-0.148907659,0.036381883,0.037854173,0.3045977,-0.309095893,0.072962519,0.045622904,0.053785895,-0.051603856,0.178113357,0.302831462,0.025733775,0.033155235,0.065718868,0.082044858,0.099508153,0.243046842
54,-0.372462019,-0.068127142,0.101250296,-0.825480031,2.145675086,-0.232467148,-0.327900412,-0.095246362,-0.272323369,1107,1,-0.088089457,0.033279609,0.113736645,-0.161380172,0.036694979,0.03962185,0.322252005,-0.684786363,0.072078571,0.036250608,0.052729883,-0.050044387,0.20737506,0.520463206,0.024056023,0.034109611,0.065339021,0.060436991,0.100438609,0.205600119
55,0.073477477,-0.867306419,3.651150213,0.182757863,1.911338657,-0.091014465,-0.515247113,0.025133568,-0.244434645,1109,1,-0.08594137,0.031802309,0.109605623,-0.150025357,0.038804424,0.025742671,0.269564051,0.071122353,0.071699392,0.047421844,0.05475014,-0.062730257,0.132654097,0.082258924,0.028151523,0.030783784,0.068608894,0.116347245,0.097945251,0.338983865
56,-0.067322109,0.342262216,-0.147616703,-0.573420557,0.781010003,-0.60378044,-0.472013259,-0.095246362,-0.264510784,1111,1,-0.085459625,0.03329308,0.09349831,-0.237298645,0.040605513,0.082143819,0.227491402,-0.082555711,0.060311468,0.019754534,0.047398641,-0.056845307,0.123954904,0.142338693,0.025265505,0.024644857,0.058721982,0.113860153,0.091936608,0.316246487
57,0.414416767,-1.061701379,0.399024832,-0.436888342,2.386903762,-0.179422392,-0.284666558,0.386273358,-0.194391329,1113,1,-0.085185098,0.032288246,0.097613075,-0.200885539,0.036203445,0.041166849,0.225333575,0.005175177,0.06409175,0.026546532,0.048547727,-0.07056274,0.104458433,0.119076902,0.02743659,0.026635115,0.063463839,0.12530669,0.09224834,0.348412238
58,0.651302606,-0.543314821,-0.221358987,-0.615430469,0.03664723,-0.550735684,-0.508041471,-0.215626292,-0.039930707,1115,1,-0.086315797,0.033714764,0.100598209,-0.211665543,0.047525978,0.095363842,0.267415629,-0.192056385,0.063928724,0.029621643,0.05053322,-0.047336191,0.164163863,0.199156058,0.02398069,0.026465162,0.060208989,0.09838395,0.097789336,0.29163253
59,1.038427141,-0.845706979,-0.136072051,2.199233651,0.208953427,0.156527729,-0.270255273,-0.677082691,0.431290475,1117,1,-0.086662602,0.033264055,0.104696992,-0.185256475,0.040407605,0.076013002,0.279861243,-0.218585405,0.067405817,0.035382655,0.050552595,-0.051708852,0.166106206,0.226136436,0.024671991,0.029042062,0.061917615,0.096438806,0.097973695,0.272688943
60,-0.651220169,-0.284121541,2.608993371,-0.037794176,4.330517668,-0.550735684,-0.644948676,0.586906574,-0.294892316,1119,1,-0.08819819,0.032590793,0.118747607,-0.139701904,0.035996792,0.009010526,0.32397419,-0.611530487,0.07572471,0.045381938,0.056789162,-0.046881188,0.202011225,0.502254715,0.025560079,0.036538039,0.068013502,0.053960542,0.10080172,0.202078552
61,0.512196051,-0.284121541,0.164108491,-0.730957728,1.621864246,-0.56841727,-0.515247113,-0.055119719,-0.098595268,1121,1,-0.08616649,0.033379447,0.09981274,-0.207810288,0.042297571,0.085223737,0.258982037,-0.137363339,0.064360267,0.029688911,0.049546439,-0.052138656,0.151020017,0.172101691,0.024697573,0.026922535,0.060371265,0.104502927,0.096084541,0.294402166
62,0.111989582,0.471858856,-0.195499575,-0.373873474,1.263467355,-0.56841727,-0.508041471,-0.275816257,-0.196650229,1123,1,-0.0857978,0.032862636,0.098828065,-0.204843125,0.036952239,0.066688959,0.243502636,-0.050888309,0.064672439,0.029567965,0.048630662,-0.060923015,0.127795822,0.132781929,0.025920734,0.027130861,0.061347916,0.114429237,0.09378206,0.311202314
63,0.725309963,-1.277695778,2.504557302,0.917931328,1.580510758,-0.161740807,-0.41436812,-0.476449474,0.26569575,1125,1,-0.087525321,0.033289779,0.110903775,-0.165663828,0.038604337,0.058224174,0.309283838,-0.476820189,0.070579475,0.038031924,0.051880003,-0.049932867,0.193270405,0.388825649,0.024240779,0.032057759,0.063897116,0.075794741,0.100045958,0.231144536
64,0.349373942,0.039870057,-0.143849582,-1.119549416,-0.197689198,-0.56841727,-0.500835829,0.446463323,-0.128622595,1127,1,-0.08729576,0.033802526,0.108116716,-0.18570889,0.045251864,0.082518208,0.304610502,-0.459971098,0.068071157,0.035175768,0.051833107,-0.048021571,0.196194898,0.366498474,0.023310303,0.029717435,0.06276924,0.079156452,0.101136424,0.250448922
65,-0.605844839,-0.089726582,-0.326962785,-0.972514724,0.994669687,-0.356238246,-0.572892252,-0.035056397,-0.277616412,1129,1,-0.088208606,0.031407665,0.131132982,-0.116126073,0.044561064,-0.016845031,0.335723152,-0.366805757,0.084371209,0.071698659,0.071925657,-0.034131413,0.203042596,0.397215812,0.028427874,0.040077221,0.077443678,0.046503651,0.107925894,0.242268872
66,-0.753565664,0.039870057,0.107823565,-0.99351968,4.158211471,-0.727551538,-0.644948676,0.265893428,-0.297485373,1131,1,-0.087307565,0.031989517,0.119617459,-0.129222411,0.038599994,0.013643514,0.312793942,-0.207447788,0.077002279,0.056973524,0.05927939,-0.049398725,0.176457882,0.259915035,0.027221591,0.035125884,0.069987706,0.080060716,0.101683025,0.257428076
67,-0.086003726,0.536657176,-0.501524568,-0.962012246,-0.576762833,-0.56841727,-0.450396332,0.546779931,-0.261523422,1133,1,-0.087372514,0.034149318,0.108604992,-0.195566686,0.049996298,0.090384614,0.309554733,-0.523563392,0.067465767,0.035135059,0.05270664,-0.047380854,0.204820406,0.401956658,0.022623791,0.028966088,0.06308302,0.074461736,0.102539146,0.256083935
68,-1.107411095,-0.82410754,0.45872959,-1.014524636,-0.590547328,-0.586098855,-0.227021419,3.114885105,-0.101876688,4001,1,-0.109488229,0.035394748,0.448762255,3.504358012,0.872966657,5.23722117,0.122093259,-0.334246035,0.079742771,0.096368749,0.116882843,0.059548717,0.130545803,0.378262275,0.034042852,0.10452639,0.086231357,0.213214677,0.105090324,0.36715164
69,-0.440764541,0.623054935,0.080509847,0.119742995,-0.342426404,1.058288582,1.877026151,-0.356069544,0.06700614,4003,1,-0.10975108,0.031878552,0.557783804,7.62674017,1.195819277,14.71542073,0.152007109,-0.765441488,0.121587844,0.176359589,0.200473169,-0.273118745,0.145999831,1.067270704,0.041659499,0.115878142,0.156074286,0.584529547,0.169568472,0.120101249
70,-1.008152972,-1.472090737,3.265948843,1.495567621,-0.542301593,-0.055651295,0.335018685,0.326083393,0.152750765,4005,1,-0.111770353,0.035838697,0.415615749,4.091666593,0.789163224,6.952303934,0.176225564,-0.816157284,0.079242982,0.183732239,0.113562016,-0.089032887,0.160183899,1.02102496,0.036471399,0.111389078,0.10364223,0.368241919,0.104660077,0.452457486
71,-0.783709095,2.07021741,-0.743392672,-0.34236604,-0.576762833,-0.214785563,0.666478234,0.085323533,-0.152067033,4007,1,-0.110812304,0.033800496,0.45974032,6.471799736,0.961105845,11.62809651,0.146025475,-0.869165042,0.09731526,0.18865046,0.156455913,-0.184094751,0.142226776,1.179769552,0.038834051,0.113990541,0.128879048,0.482333998,0.137731016,0.312459578
72,-0.963430545,-1.104900259,0.899022303,-0.709952772,-0.48716361,-0.30319349,1.696885092,-0.536639439,-0.236722307,4009,1,-0.109887239,0.032931456,0.505208927,6.663623388,1.073475562,12.09559558,0.136692604,-0.670616518,0.106616323,0.155679241,0.174975639,-0.175257922,0.135728885,0.927017275,0.039447129,0.113248822,0.135684558,0.486167756,0.14916711,0.196279757
